"","index","Job Title","Rating","Company Name","Location","Headquarters","Size","Founded","Type of ownership","Industry","Sector","Revenue","Competitors","Hourly","Employer provided","Lower Salary","Upper Salary","AvgSalary","company_txt","Job Location","Age","Python","spark","aws","excel","sql","sas","keras","pytorch","scikit","tensor","hadoop","tableau","bi","flink","mongo","google_an","seniority_by_title","Degree","COL","AdjustedSalary"
"245",305,"Data Analyst",3.4,"Blue Cross & Blue Shield of Rhode Island
3.4","Providence, RI","Providence, RI","501 - 1000",1939,"Nonprofit Organization","Insurance Carriers","Insurance","Unknown / Non-Applicable","UnitedHealth Group",0,0,74,126,100,"Blue Cross & Blue Shield of Rhode Island","RI",82,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"sr","na",111.5,896.860986547085
"246",306,"Other Scientist",3.8,"Boys Town
3.8","Omaha, NE","Omaha, NE","1001 - 5000",1917,"Nonprofit Organization","Social Assistance","Non-Profit","Unknown / Non-Applicable","Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",0,0,33,72,52.5,"Boys Town","NE",104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","P",92.9,565.123789020452
"247",307,"Other Scientist",3.6,"Tower Health
3.6","West Reading, PA","Reading, PA","5001 - 10000",2017,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable",NA,1,0,35,49,42,"Tower Health","PA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",101.7,412.979351032448
"248",308,"Data Analyst",3.3,"The HSC Health Care System
3.3","Washington, DC","Washington, DC","501 - 1000",1883,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable",NA,0,0,37,63,50,"The HSC Health Care System","DC",138,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"jr","M",120.1,416.319733555371
"249",309,"Data Engineer",3.4,"Pro-Sphere Tek
3.4","Austin, TX","Alexandria, VA","201 - 500",2006,"Company - Private","Consulting","Business Services","$50 to $100 million (USD)",NA,0,0,67,119,93,"Pro-Sphere Tek","TX",15,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,"na","M",106.6,872.420262664165
"250",310,"Data Scientist",3,"Ameritas Life Insurance Corp
3.0","Cincinnati, OH","Lincoln, NE","1001 - 5000",1887,"Company - Private","Insurance Agencies & Brokerages","Insurance","$2 to $5 billion (USD)",NA,0,0,72,117,94.5,"Ameritas Life Insurance Corp","OH",134,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"na","na",92.4,1022.72727272727
"251",311,"Data Scientist",4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA","5001 - 10000",1982,"Company - Public","Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)",NA,0,0,116,185,150.5,"Autodesk","CA",39,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,"sr","P",178.6,842.665173572228
"252",312,"Data Scientist",3.7,"Genworth
3.7","Raleigh, NC","Richmond, VA","1001 - 5000",2004,"Company - Public","Insurance Carriers","Insurance","$5 to $10 billion (USD)","MetLife, Northwestern Mutual, Prudential",0,0,78,126,102,"Genworth","NC",17,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,"na","M",99.7,1023.06920762287
"253",313,"Other Scientist",4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA","201 - 500",2013,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)",NA,0,0,42,82,62,"Rubius Therapeutics","MA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","P",131.6,471.12462006079
"254",314,"Data Scientist",4.3,"OneMagnify
4.3","Dearborn, MI","Detroit, MI","201 - 500",1967,"Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable",NA,0,0,59,116,87.5,"OneMagnify","MI",54,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"na","na",88.9,984.251968503937
"255",316,"Data Scientist",4,"Pfizer
4.0","Groton, CT","New York, NY","10000+",1849,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)",NA,0,0,63,105,84,"Pfizer","CT",172,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","M",127.7,657.791699295223
"256",317,"Data Scientist",4,"Novetta
4.0","Herndon, VA","Mc Lean, VA","501 - 1000",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)","Leidos, CACI International, Booz Allen Hamilton",0,0,109,177,143,"Novetta","VA",9,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"na","na",100.7,1420.05958291956
"257",318,"Data Scientist",3.2,"Numeric, LLC
3.2","Phila, PA","Chadds Ford, PA","1 - 50",1999,"Company - Private","Staffing & Outsourcing","Business Services","$5 to $10 million (USD)",NA,0,0,116,194,155,"Numeric, LLC","PA",22,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,"sr","M",101.7,1524.09046214356
"258",319,"Data Engineer",4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL","51 - 200",2006,"Company - Public","Advertising & Marketing","Business Services","$25 to $50 million (USD)","Linqia, Collective Bias",0,0,48,95,71.5,"IZEA","FL",15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"na","na",97.9,730.337078651685
"259",320,"Data Scientist",3.9,"Trace Data
3.9","Oakland, CA","Santa Ana, CA","51 - 200",2000,"Company - Private","Insurance Carriers","Insurance","$10 to $25 million (USD)",NA,0,0,83,133,108,"Trace Data","CA",21,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,"na","M",151.7,711.931443638761
"260",322,"Other Scientist",3.7,"Takeda Pharmaceuticals
3.7","San Diego, CA","OSAKA, Japan","10000+",1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Novartis, Baxter, Pfizer",0,0,105,198,151.5,"Takeda Pharmaceuticals","CA",240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"sr","M",136.2,1112.33480176211
"261",323,"Data Analyst",3.6,"Vionic Group
3.6","San Rafael, CA","San Rafael, CA","51 - 200",2006,"Subsidiary or Business Segment","Department, Clothing, & Shoe Stores","Retail","$100 to $500 million (USD)",NA,0,0,31,72,51.5,"Vionic Group","CA",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"na","na",151.7,339.485827290705
"262",324,"Other Scientist",3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan","10000+",1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Novartis, Baxter, Pfizer",0,0,98,182,140,"Takeda Pharmaceuticals","MA",240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"sr","M",132.6,1055.80693815988
"263",325,"Data Analyst",2.8,"Dodge Data & Analytics
2.8","Hamilton, NJ","Hamilton, NJ","201 - 500",2014,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable",NA,0,0,55,100,77.5,"Dodge Data & Analytics","NJ",7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"sr","na",125.1,619.504396482814
"264",326,"Data Analyst",4.2,"Clearwater Analytics
4.2","Boise, ID","Boise, ID","501 - 1000",2004,"Company - Private","Investment Banking & Asset Management","Finance","$50 to $100 million (USD)",NA,0,0,45,82,63.5,"Clearwater Analytics","ID",17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",92.3,687.973997833153
"265",328,"Data Scientist",4,"Tekvalley, Corp.
4.0","San Francisco, CA","Pleasanton, CA","1 - 50",NA,"Company - Private","IT Services","Information Technology","Less than $1 million (USD)",NA,0,0,83,135,109,"Tekvalley, Corp.","CA",NA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"na","na",178.6,610.30235162374
"266",330,"Data Scientist",3.5,"BWX Technologies
3.5","Oak Ridge, TN","Lynchburg, VA","5001 - 10000",1850,"Company - Public","Aerospace & Defense","Aerospace & Defense","$500 million to $1 billion (USD)",NA,0,0,70,122,96,"BWX Technologies","TN",171,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"na","M",88.7,1082.29988726043
"267",331,"Data Scientist",NA,"CA-One Tech Cloud","San Francisco, CA","Fremont, CA","51 - 200",2017,"Company - Private","IT Services","Information Technology","$5 to $10 million (USD)",NA,0,1,200,250,225,"CA-One Tech Clou","CA",4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"sr","na",178.6,1259.79843225084
"268",332,"Data Engineer",3.2,"PennyMac
3.2","Agoura Hills, CA","Westlake Village, CA","1001 - 5000",2008,"Company - Public","Lending","Finance","$500 million to $1 billion (USD)","Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,70,132,101,"PennyMac","CA",13,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,"na","na",151.7,665.787738958471
"269",333,"Data Scientist",3.3,"Plymouth Rock Assurance
3.3","Woodbridge, NJ","Boston, MA","1001 - 5000",1982,"Company - Private","Insurance Carriers","Insurance","$10 to $25 million (USD)","Arbella Insurance, Safety Insurance",0,0,73,124,98.5,"Plymouth Rock Assurance","NJ",39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"sr","M",125.1,787.370103916867
"270",334,"Data Engineer",3.9,"Vermeer
3.9","Pella, IA","Pella, IA","1001 - 5000",1948,"Company - Private","Industrial Manufacturing","Manufacturing","$1 to $2 billion (USD)","Caterpillar, John Deere, CNH Industrial",0,0,54,101,77.5,"Vermeer","IA",73,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"na","na",90.1,860.15538290788
"271",335,"Other Scientist",3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan","10000+",1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Novartis, Baxter, Pfizer",0,0,117,206,161.5,"Takeda Pharmaceuticals","MA",240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sr","M",132.6,1217.94871794872
"272",337,"Other Scientist",3.6,"Beebe Healthcare
3.6","Lewes, DE","Lewes, DE","1001 - 5000",1935,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$100 to $500 million (USD)",NA,1,0,43,70,56.5,"Beebe Healthcare","DE",86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",108.1,522.664199814986
"273",339,"Data Scientist",3.4,"Argo Group US
3.4","New York, NY","Hamilton, Bermuda","1001 - 5000",1948,"Company - Public","Insurance Carriers","Insurance","$1 to $2 billion (USD)",NA,0,0,111,183,147,"Argo Group US","NY",73,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,"sr","na",128,1148.4375
"274",341,"Data Scientist",3.5,"L&T Infotech
3.5","San Ramon, CA","Mumbai, India","10000+",1997,"Company - Public","IT Services","Information Technology","Unknown / Non-Applicable","Infosys, Accenture, Capgemini",0,0,68,112,90,"L&T Infotech","CA",24,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,"na","na",151.7,593.276203032301
"275",342,"Data Analyst",4.3,"OceanFirst Financial
4.3","Red Bank, NJ","Toms River, NJ","501 - 1000",1902,"Company - Public","Banks & Credit Unions","Finance","$5 to $10 billion (USD)",NA,0,0,42,74,58,"OceanFirst Financial","NJ",119,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",125.1,463.629096722622
"276",344,"Data Analyst",4.1,"Associated Electric Cooperative
4.1","Springfield, MO","Springfield, MO","501 - 1000",1961,"Company - Private","Energy","Oil, Gas, Energy & Utilities","$1 to $2 billion (USD)",NA,0,0,44,78,61,"Associated Electric Cooperative","MO",60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","M",86.7,703.575547866205
"277",346,"Machine Learning Engineer",2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA","501 - 1000",1984,"College / University","Colleges & Universities","Education","Unknown / Non-Applicable",NA,0,0,81,159,120,"Software Engineering Institute","PA",37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","P",93.1,1288.93662728249
"278",347,"Data Scientist",3.6,"Sotheby's
3.6","New York, NY","New York, NY","1001 - 5000",1744,"Company - Public","Auctions & Galleries","Retail","$500 million to $1 billion (USD)",NA,0,0,95,161,128,"Sotheby's","NY",277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",128,1000
"279",348,"Data Scientist",3.5,"First Tech Federal Credit Union
3.5","Hillsboro, OR","San Jose, CA","1001 - 5000",1952,"Company - Private","Banks & Credit Unions","Finance","$100 to $500 million (USD)",NA,0,0,75,124,99.5,"First Tech Federal Credit Union","OR",69,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,"na","na",134.2,741.430700447094
"280",349,"Data Scientist",3.6,"Amrock
3.6","Detroit, MI","Detroit, MI","1001 - 5000",1997,"Company - Private","Real Estate","Real Estate","$500 million to $1 billion (USD)",NA,0,0,72,120,96,"Amrock","MI",24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"na","M",93.2,1030.04291845494
"281",350,"Data Scientist",2.3,"Vanda Pharmaceuticals
2.3","Washington, DC","Washington, DC","201 - 500",2003,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)",NA,0,0,76,126,101,"Vanda Pharmaceuticals","DC",18,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"na","M",120.1,840.965861781849
"282",351,"Data Scientist",3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA","51 - 200",2009,"Company - Private","Financial Analytics & Research","Finance","$50 to $100 million (USD)",NA,0,0,114,182,148,"Zest AI","CA",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sr","M",151.7,975.609756097561
"283",352,"Data Scientist",4,"Novetta
4.0","Fort Belvoir, VA","Mc Lean, VA","501 - 1000",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)","Leidos, CACI International, Booz Allen Hamilton",0,0,108,176,142,"Novetta","VA",9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"sr","na",100.7,1410.12909632572
"284",353,"Data Scientist",4.1,"CK-12 Foundation
4.1","Palo Alto, CA","Palo Alto, CA","1 - 50",2007,"Company - Private","K-12 Education","Education","Unknown / Non-Applicable",NA,0,0,130,208,169,"CK-12 Foundation","CA",14,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,"sr","M",151.7,1114.04087013843
"285",354,"Data Scientist",3.2,"PennyMac
3.2","Phoenix, AZ","Westlake Village, CA","1001 - 5000",2008,"Company - Public","Lending","Finance","$500 million to $1 billion (USD)","Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,83,166,124.5,"PennyMac","AZ",13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,"na","na",104.3,1193.67209971237
"286",355,"Data Analyst",4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL","Arlington, VA","51 - 200",1996,"Company - Private","Aerospace & Defense","Aerospace & Defense","$25 to $50 million (USD)","Torch Technologies, American Systems",0,0,42,76,59,"DECISIVE ANALYTICS Corporation","AL",25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",91.3,646.221248630887
"287",356,"Data Analyst",4.2,"Opinion Dynamics
4.2","San Diego, CA","Waltham, MA","51 - 200",1987,"Company - Private","Consulting","Business Services","$10 to $25 million (USD)",NA,0,0,37,68,52.5,"Opinion Dynamics","CA",34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",136.2,385.462555066079
"288",357,"Data Engineer",4.6,"Applied Information Sciences
4.6","Houston, TX","Reston, VA","501 - 1000",1982,"Company - Private","IT Services","Information Technology","$50 to $100 million (USD)",NA,0,0,52,99,75.5,"Applied Information Sciences","TX",39,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,"na","na",95.8,788.100208768267
"289",358,"Data Scientist",3.7,"Swiss Re
3.7","Armonk, NY","Zurich, Switzerland","10000+",1863,"Company - Public","Insurance Agencies & Brokerages","Insurance","$10+ billion (USD)","Munich Re, Hannover RE, SCOR",0,0,105,173,139,"Swiss Re","NY",158,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"sr","M",139.1,999.281092739037
"290",362,"Data Engineer",3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan","10000+",1781,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","Novartis, Baxter, Pfizer",0,0,71,134,102.5,"Takeda Pharmaceuticals","MA",240,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,"na","na",131.6,778.87537993921
"291",364,"Other Scientist",4.4,"WK Dickson
4.4","Columbia, SC","Charlotte, NC","201 - 500",1929,"Company - Private","Architectural & Engineering Services","Business Services","$25 to $50 million (USD)","McKim and Creed, CDM Smith, Kimley-Horn",0,0,39,82,60.5,"WK Dickson","SC",92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",91.9,658.324265505985
"292",366,"Data Scientist",3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA","5001 - 10000",1852,"Company - Public","Insurance Carriers","Insurance","$5 to $10 billion (USD)",NA,0,0,114,179,146.5,"The Hanover Insurance Group","MA",169,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"sr","M",113.2,1294.16961130742
"293",367,"Other Scientist",3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA","10000+",1976,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)",NA,0,0,88,162,125,"Genentech","CA",45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","P",178.6,699.888017917133
"294",368,"Data Analyst",3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA","5001 - 10000",1851,"Company - Private","Insurance Carriers","Insurance","$10+ billion (USD)",NA,0,0,60,102,81,"MassMutual","MA",170,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"sr","na",106.5,760.56338028169
"295",369,"Machine Learning Engineer",3,"Tempus Labs
3.0","Chicago, IL","Chicago, IL","501 - 1000",2015,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable",NA,0,0,100,166,133,"Tempus Labs","IL",6,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,"sr","P",100.1,1328.67132867133
"296",370,"Data Analyst",3.4,"General Dynamics Information Technology
3.4","Washington, DC","Fairfax, VA","10000+",1996,"Subsidiary or Business Segment","IT Services","Information Technology","$10+ billion (USD)","SAIC, Leidos, Northrop Grumman",0,0,55,99,77,"General Dynamics Information Technology","DC",25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"na","M",120.1,641.132389675271
"297",371,"Data Engineer",4.1,"ManTech
4.1","Herndon, VA","Herndon, VA","5001 - 10000",1968,"Company - Public","Research & Development","Business Services","$1 to $2 billion (USD)",NA,0,0,67,117,92,"ManTech","VA",53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"na","na",100.7,913.604766633565
"298",372,"Data Scientist",3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland","10000+",1996,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)",NA,0,0,92,150,121,"Novartis","MA",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sr","na",131.6,919.452887537994
"299",375,"Data Engineer",4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA","5001 - 10000",1982,"Company - Public","Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)",NA,0,0,116,209,162.5,"Autodesk","CA",39,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"sr","na",178.6,909.854423292273
"300",376,"Other Scientist",3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX","1001 - 5000",1947,"Nonprofit Organization","Research & Development","Business Services","$500 million to $1 billion (USD)","Los Alamos National Laboratory, Battelle, SRI International",0,0,38,82,60,"Southwest Research Institute","TX",74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",92.7,647.249190938511
"301",377,"Data Scientist",NA,"Muso","San Francisco, CA","San Francisco, CA","201 - 500",NA,"Nonprofit Organization",NA,"Health Care","Unknown / Non-Applicable",NA,0,1,85,90,87.5,"Mus","CA",NA,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"sr","M",178.6,489.921612541993
"302",379,"Data Engineer",4.4,"SpringML
4.4","Indianapolis, IN","Pleasanton, CA","1 - 50",2015,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable",NA,0,0,62,119,90.5,"SpringML","IN",6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"na","na",90.2,1003.32594235033
"303",380,"Data Scientist",3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland","10000+",1996,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)",NA,0,0,86,143,114.5,"Novartis","MA",25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"na","na",131.6,870.060790273556
"304",381,"Data Scientist",3.8,"Juniper Networks
3.8","Sunnyvale, CA","Sunnyvale, CA","5001 - 10000",1996,"Company - Public","Telecommunications Services","Telecommunications","$2 to $5 billion (USD)",NA,0,0,93,149,121,"Juniper Networks","CA",25,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,"na","M",151.7,797.626895187871
"305",382,"Data Scientist",2.2,"The Integer Group
2.2","Dallas, TX","Denver, CO","501 - 1000",1993,"Subsidiary or Business Segment","Advertising & Marketing","Business Services","$50 to $100 million (USD)","Geometry Global, TracyLocke, Saatchi & Saatchi X",0,0,84,136,110,"The Integer Group","TX",28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"sr","M",98.5,1116.75126903553
"306",383,"Other Scientist",2.9,"Karyopharm Therapeutics Inc.
2.9","Newton, MA","Newton, MA","201 - 500",NA,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable",NA,0,0,60,123,91.5,"Karyopharm Therapeutics Inc.","MA",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"na","P",131.6,695.288753799392
"307",384,"Data Analyst",4.1,"ManTech
4.1","Portsmouth, VA","Herndon, VA","5001 - 10000",1968,"Company - Public","Research & Development","Business Services","$1 to $2 billion (USD)",NA,0,0,52,89,70.5,"ManTech","VA",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","na",100.7,700.099304865938
"308",386,"Data Engineer",3.7,"P2 Energy Solutions
3.7","Lafayette, LA","Denver, CO","501 - 1000",NA,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable",NA,0,0,48,93,70.5,"P2 Energy Solutions","LA",NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"na","na",89.6,786.830357142857
"309",387,"Data Scientist",3.8,"PNNL
3.8","Richland, WA","Richland, WA","1001 - 5000",1965,"Government","Energy","Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97,76.5,"PNNL","WA",56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"na","P",110.7,691.056910569106
